종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A049480,오픈베이스,20220905,3190,-2793,0,0,0,0,0,0,0,0,-397,0
A049480,오픈베이스,20220908,-14981,15960,0,0,0,0,0,0,0,-1,-978,0
A049480,오픈베이스,20220907,20043,-20064,0,0,0,0,0,0,0,-1,22,0
A049480,오픈베이스,20220914,-34051,34133,0,0,0,0,0,0,0,2,-84,0
A049480,오픈베이스,20220913,-2432,795,0,0,0,0,0,0,0,1914,-277,0
A049480,오픈베이스,20220916,19373,-19276,0,0,0,0,0,0,0,4,-101,0
A049480,오픈베이스,20220915,-9117,9266,0,0,0,0,0,0,0,2,-151,0
A049480,오픈베이스,20220920,12172,-11867,0,0,0,0,0,0,0,-510,205,0
A049480,오픈베이스,20220919,15923,-15660,0,0,0,0,0,0,0,-473,210,0
A049480,오픈베이스,20220922,20652,-23169,0,0,0,0,0,0,0,2500,17,0
A049480,오픈베이스,20220921,-16875,14375,0,0,0,0,0,0,0,2500,0,0
A049480,오픈베이스,20220923,46385,-46401,0,0,0,0,0,0,0,0,16,0
A049480,오픈베이스,20220926,8163,-12456,0,0,0,0,0,0,0,200,4093,0
A049480,오픈베이스,20220928,-83334,79165,419,419,0,0,0,0,0,102,3648,0
A049480,오픈베이스,20220927,-23721,18276,418,418,0,0,0,0,0,2,5025,0
A049480,오픈베이스,20220930,-169341,169154,-11,-11,0,0,0,0,0,2,196,0
A049480,오픈베이스,20220929,-157378,156400,793,0,0,793,0,0,0,2,183,0
A049480,오픈베이스,20221004,-64568,64567,0,0,0,0,0,0,0,1,0,0
A049480,오픈베이스,20221006,6736,-6750,-418,-418,0,0,0,0,0,2,430,0
A049480,오픈베이스,20221005,46472,-46507,0,0,0,0,0,0,0,2,33,0
A049480,오픈베이스,20221007,-7082,7062,-2,-2,0,0,0,0,0,0,22,0
A049480,오픈베이스,20221012,22116,-22328,-1,-1,0,0,0,0,0,401,-188,0
A049480,오픈베이스,20221011,24870,-24682,-1,-1,0,0,0,0,0,1,-188,0
A049480,오픈베이스,20221014,-74406,74617,0,0,0,0,0,0,0,100,-311,0
A049480,오픈베이스,20221013,99526,-99655,0,0,0,0,0,0,0,100,29,0
A049480,오픈베이스,20221018,626006,-676563,38660,0,0,38660,0,0,0,378,11519,0
A049480,오픈베이스,20221017,717849,-724368,0,0,0,0,0,0,0,373,6146,0
A049480,오픈베이스,20221020,-84302,86953,-3206,0,0,-3206,0,0,0,272,283,0
A049480,오픈베이스,20221019,-73850,74770,-961,0,0,-961,0,0,0,-238,279,0
A049480,오픈베이스,20221021,54687,-33446,-17720,0,0,-17720,0,0,0,0,-3521,0
A049480,오픈베이스,20221024,-110633,115769,-5031,0,0,-5031,0,0,0,2,-107,0
A049480,오픈베이스,20221026,-23155,35071,-12703,0,0,-12703,0,0,0,743,44,0
A049480,오픈베이스,20221025,-20445,24808,-4840,0,0,-4840,0,0,0,502,-25,0
A049480,오픈베이스,20221028,-19066,23179,0,0,0,0,0,0,0,-81,-4032,0
A049480,오픈베이스,20221027,-38523,38548,0,0,0,0,0,0,0,0,-25,0
A049480,오픈베이스,20221101,-59834,59922,0,0,0,0,0,0,0,-118,30,0
A049480,오픈베이스,20221031,-10059,10061,0,0,0,0,0,0,0,3,-5,0
A049480,오픈베이스,20221103,-18249,18218,-9,-9,0,0,0,0,0,104,-64,0
A049480,오픈베이스,20221102,751,-730,-9,-9,0,0,0,0,0,3,-15,0
A049480,오픈베이스,20221104,26637,-26657,0,0,0,0,0,0,0,6,14,0
A049480,오픈베이스,20221107,-51001,50993,0,0,0,0,0,0,0,3,5,0
A049480,오픈베이스,20221109,-43260,43269,-1,-1,0,0,0,0,0,4,-12,0
